1I1_CP521_chrM	0.960591133004926	0.046891862634541
2I1_CP111_chrM	0.796116504854369	0.023338395607633
3I1_CP312_chrM	0.634453781512605	0.065429039584525
4I1_CP231_chrM	0.212574850299401	0.06345928935556
5I1_CP221_chrM	0.149789029535865	0.047187559122095
6I1_CP331_chrM	0.424710424710425	0.01358762451346
7I1_CP122_chrM	0.947712418300653	0.219628182599222
8I1_CP321_chrM	0.665847665847666	0.017370194017037
9I1_CP511_chrM	0.674418604651163	0.015459186119494
10I1_CP211_chrM	0.196236559139785	0.040335386013631
11I1_CP132_chrM	0.976293103448276	0.014053059225376
12I1_CP121_chrM	0.542586750788643	0.219628182599222
13I1_CP313_chrM	0.721153846153846	0.065429039584525
14I1_CP513_chrM	0.69047619047619	0.015459186119494
15I1_CP522_chrM	0.871508379888268	0.046891862634541
16I1_CP523_chrM	0.941441441441441	0.046891862634541
17I1_CP323_chrM	0.678456591639871	0.017370194017037
18I1_CP212_chrM	0.273417721518987	0.040335386013631
19I1_CP311_chrM	0.592920353982301	0.065429039584525
20I1_CP213_chrM	0.214501510574018	0.040335386013631
21I1_CP113_chrM	0.791767554479419	0.023338395607633
22I1_CP112_chrM	0.753694581280788	0.023338395607633
23I1_CP321_chrM	0.665847665847666	0.017370194017037
24I1_CP512_chrM	0.705329153605016	0.015459186119494
5I2_P411_chrM	0.422222222222222	0.063093741672077
6I2_P433_chrM	0.721003134796238	0.035008234976687
7I2_P311_chrM	0.506849315068493	0.046237366520651
8I2_P322_chrM	0.54746835443038	0.011069302451827
9I2_P333_chrM	0.486111111111111	0.045344414905636
10I2_P511_chrM	0.55	0.029470408734151
11I2_P522_chrM	0.486842105263158	0.049172491624645
12I2_P533_chrM	0.805194805194805	0.16207223694836
13I2_P222_chrM	0.639240506329114	0.01800948492853
20I2_P211_chrM	0.650943396226415	0.016710281657187
21I2_P233_chrM	0.5625	0.053137495296488
22I2_P422_chrM	0.736263736263736	0.049273233587347
23I2_P711_chrM	0.838235294117647	0.008669855973259
24I2_P733_chrM	0.822966507177033	0.029844727179069
